Time (seconds),angle_std,angle_medium,angle_median,velocity_std,velocity_medium,velocity_median,acceleration_std,acceleration_medium,acceleration_median,Classification
0,5.244306340938931,84.8027026539605,87.19532098250724,1.3239922827841732,-0.008626001642052019,-0.0153672686354866,0.3721276001604982,-0.027700591555888058,-0.1474934607841724,direct
1,3.315125535960491,86.81899252638864,87.8349337069117,1.0844572905079461,-0.468445331588115,-0.3477415603797702,0.3074450390916675,-0.0639339049036728,-0.0450125568189481,direct
2,5.241235382283212,73.4247661123675,72.950223790069,1.2891421126694922,-0.10964630777391401,-0.2700362800423797,0.32213278259709327,0.08177288636364288,0.18732684201821564,direct
3,5.021058431830777,80.13068985786181,80.69761246388872,0.871286325362209,0.20391855312908688,0.46688554482178546,0.1734618775983367,-0.012601635876194816,0.0094364400380548,direct
4,3.4623303809072192,81.13831080078123,79.3700842743977,0.9810107360350546,0.050203333789312396,-0.0419628985053499,0.354295908195162,0.0041786861883838945,0.0597308207979967,direct
5,25.16846242723566,45.06477247903522,45.12184336309798,1.8890105851991263,-2.0685441559437576,-1.548229655924671,0.46637029539458874,0.038865974198520364,-0.13392407677523716,direct
6,18.536133984426655,40.90019148520058,32.34418360142023,1.8007731848287107,2.3423283468440292,2.3079365381194688,0.5272229157705856,0.08073486456229945,0.2010315467282337,direct
7,1.4265642170982575,87.50211038367392,87.67416486209942,0.49468985447954034,1.5654415451198531,1.4187612229848483,0.28706486581131907,-0.5211757967557441,-0.4781022008407483,direct
