Time (seconds),angle_std,angle_medium,angle_median,velocity_std,velocity_medium,velocity_median,acceleration_std,acceleration_medium,acceleration_median,Classification
0,6.071979269455738,80.87446343458741,82.33801807286301,1.8142520584573034,0.265778507765816,0.6217691982172546,0.6691004330492429,-0.0537752232006859,-0.31294641882950724,direct
1,4.837852477437541,83.83372084669968,86.27731356012544,1.3116922279960868,0.07270186208562827,0.28969577870220314,0.39560615323937326,0.05943364142066443,-0.0282431323539125,direct
2,3.643104946875914,86.42968311595844,88.78474016175612,0.6921120365374167,-0.2174584165934102,-0.02566695994342175,0.2972982404071805,-0.02640344339941703,-0.0181326479388239,direct
3,17.675905264577278,56.08403995140297,53.094250126325264,2.621063500841714,-0.9021805466737084,-1.2439815452211427,0.5158872655859907,0.14226215466555486,0.10150926446513431,direct
4,7.174342533195231,72.61769326432531,72.62707467211258,2.050885316059934,0.6241790614016615,0.9318520911761325,0.935947092918884,-0.22117862278756478,-0.3488493527900944,direct
5,5.939676825307156,80.63238077286105,80.7032972587362,2.1709371843851453,0.30015440280575023,0.15988238415826925,0.9872855189501003,0.10141830747895392,0.20998915432463322,direct
6,7.459779172399767,80.72202693297425,82.53682637541043,2.7398810471099764,0.11086011472912895,0.1157644212496507,1.1552779100823574,-0.03993237666696654,-0.0469221550252889,direct
7,0.5897372020539651,89.04438400830702,89.04664197648665,0.0181824857551243,0.598492516072947,0.5897339600796343,0.026625971149864716,-0.024853203133127697,-0.0165247862594135,direct
