Time (seconds),angle_std,angle_medium,angle_median,velocity_std,velocity_medium,velocity_median,acceleration_std,acceleration_medium,acceleration_median,Classification
0,0.5821269618925766,88.94723553011173,88.644280410732,0.16338263962835814,0.0056821620301104585,0.0064509775943193,0.05816964384370009,-0.002052846278328738,-0.0112337901030343,indirect
1,4.602053754862735,86.22828684627034,89.14663886488259,0.500575652992471,-0.46959431104272226,-0.25029350015284274,0.0946416190750559,-0.03079779449867021,0.00270767673325525,indirect
2,6.756960612269983,77.27849187118721,74.61298417263733,0.8379311482470867,0.4438513268951148,0.5443044576696678,0.15858594019817884,0.02448758724480092,0.05966749880442095,indirect
3,9.679402790098168,80.96344456443461,83.97691617147628,1.8070809807443573,-1.4203137320225068,-0.7389993814251596,0.37368825295561603,-0.10953621135337788,-0.0733289867407494,indirect
4,14.868559722214265,68.70708817529052,78.1969445798824,3.1157072565469837,1.8760955832665855,0.2436737509333421,1.1845013693071853,-0.040645278044339705,0.16092340426682486,indirect
5,15.363184397890882,52.45578873971765,53.87163377489554,5.3870149714091715,-0.911844769445324,0.9244209538187986,1.9420190776658843,0.12290631430455314,-0.43674188016757753,indirect
6,2.047830820293082,67.90955264085636,68.08143771878765,0.22903097018234295,0.30473724761365006,0.2794787658449387,0.08100583140805379,0.0009505027440710035,-0.00476697270991975,indirect
7,5.622131575774049,80.13741190095044,79.38104936255698,0.35867480541895125,0.5467755259274182,0.6167920942713145,0.14942182784290428,-0.03823408310156158,-0.0573463248265291,indirect
8,2.2218203606928646,83.19760527200674,82.59416722546229,0.4648872849236746,-0.1127491752555836,-0.06544288075343725,0.06753347486610962,0.024070966761650776,0.0442993240920639,indirect
9,1.5657135996558038,88.6675327054167,89.50887679659567,0.20388667789144876,0.14074558061324538,0.041798818924181746,0.05023538855710958,-0.006451831631653465,-0.0007615562956394999,indirect
10,1.5180921501174411,88.18768493658828,88.47156469709591,0.12342811610629112,-0.12646973951925036,-0.1391028771194413,0.02894998057275765,-0.0032795437805200897,0.005530704497308699,indirect
11,1.194271236151496,87.18647257905405,87.28534362245436,0.09863922530186661,0.1117872686178664,0.08818629662198055,0.045631009225432576,0.0014692559614884805,0.0176541259474607,indirect
12,5.337205146036421,82.30484495150985,83.73096672487996,0.4842452560035833,-0.4302176348576627,-0.39878260258173265,0.15248207610306172,0.035652817054067414,-0.01787199155296185,indirect
13,5.393717052717885,80.03579458151616,82.12646519968885,2.042517408772563,0.13488281675131641,0.40987165813637455,0.9395378462785354,-0.12727201405317598,-0.1293831171783068,indirect
14,1.9451910048825831,77.36318549757654,77.36318549757654,0.12645617384660274,-2.800807897876691,-2.800807897876691,0.15133715214994486,0.06979313168117951,0.06979313168117951,indirect
16,20.552151969429985,56.12389134748738,59.04799806933482,2.761224949567743,-2.83142376116096,-3.0416723530093774,1.0271885595848418,-0.2480358222366935,-0.2647038025093486,indirect
