Time (seconds),angle_std,angle_medium,angle_median,velocity_std,velocity_medium,velocity_median,acceleration_std,acceleration_medium,acceleration_median,Classification
0,3.533125568384658,73.0095639827929,71.23930544906352,1.4982334035563272,-0.16362963696819813,0.25677815885290656,0.3618737467423018,0.18612070021630628,0.09127841026670674,indirect
1,20.56071275267465,73.52755024310422,83.8343002285799,3.6970493817868157,-1.990780049713561,-0.09279032684156971,1.2923878251211474,-0.004369552714685391,-0.0662514219184746,indirect
2,9.39063531632355,31.55528063917811,34.363645927042825,2.27897306899694,-0.4211054816566603,-0.6885175474176854,0.7057963736357256,-0.09584002646644928,-0.057865662787508904,indirect
3,19.436715376243363,22.696155068188627,20.515939831660287,3.284229687718615,1.1360150521531887,1.8484214418118512,0.8514574661291843,0.004758289698275907,0.1567020682491142,indirect
4,9.11456465096311,16.316147310517017,16.799366072532223,4.29446570180776,-0.5792365043995379,-1.4584836255509632,1.5248320188000288,0.16687599713872361,0.45394247733777093,indirect
5,24.480079760709724,58.707685813860266,66.2480828340276,6.974017984082116,1.9905529002597429,3.5742958597374406,1.6710307029295166,-0.8564173801923842,-1.0457136093562216,indirect
6,12.537719369816132,37.74920574426797,44.34958212833669,4.0199106147482055,-0.04789251196924536,0.3485857726887094,1.3376406110771075,0.41414982202778144,-0.0636504226592853,indirect
7,16.586672901067782,24.259143420443294,19.66926637950978,5.486959368562188,-0.8478314724327554,-0.22355010868343417,2.4302948235969137,0.07508292416344746,-0.14293435752169772,indirect
8,9.966020155019597,41.45750287492329,42.912431935626046,2.447059206742771,1.2445845061013416,1.4521084381979357,0.8930813598084081,-0.017686494879884187,0.1180661215560605,indirect
9,6.157302481521646,71.43653313129083,74.62927058430182,0.5510838385931788,0.6759429959519603,0.6324286378540158,0.07221001084939914,-0.046445625858594485,-0.03257419824372925,indirect
10,0.9629352071234494,76.79809518488227,76.70863916819881,0.18414058666336958,0.07054406301354868,0.13246236187066524,0.042067531072712695,0.011095319232695033,0.011133807282631001,indirect
11,1.6616271082383107,83.30289662746173,84.16784524029943,0.33832281647185425,0.10181956011484203,0.08734187136807485,0.09032163519532094,-0.01491299903855972,-0.0071820472860899005,indirect
12,18.275450355229562,50.911676910347914,46.571778888990735,3.8649081361363447,-1.5969554855654238,-0.8366339610917599,1.386222610905668,-0.11449794024518303,-0.4501341304465809,indirect
13,8.812097629487491,12.803655186440743,12.992451799854273,2.317385114167375,-0.8308363625006351,-1.600071006555749,0.9580770022348637,0.15314272032733886,0.20341830646909775,indirect
14,3.4227924907553096,12.245421000228788,12.245421000228788,1.3813738579373647,3.7955458676705636,3.7955458676705636,0.5723152192273624,2.331465411261679,2.331465411261679,indirect
16,17.885368908851504,52.47429366273322,51.49483940000759,7.7019628388112675,3.599330799288089,6.957238683860729,2.8213431924830914,-0.16015852098278108,-0.06023239979157495,indirect
