Time (seconds),angle_std,angle_medium,angle_median,angle_min,angle_max,velocity_std,velocity_medium,velocity_median,velocity_min,velocity_max,acceleration_std,acceleration_medium,acceleration_median,acceleration_min,acceleration_max,Classification
0,0.8390187205272843,83.69668053307666,83.76504559076292,80.33549347498334,84.82596915577331,0.4478923422031376,0.14287157644029141,0.02535106104827985,-0.2923521539213212,1.460988927433732,0.12752772667709933,-0.05718546837872153,-0.0274543074113946,-0.3630493634724949,0.0986483136765095,indirect
1,0.8783293951402598,81.40065191037667,81.19750855476425,80.43266034574492,83.7848719829603,0.17903323781235386,-0.11857992778363378,-0.11578133355523684,-0.4261370416502714,0.1815490768132619,0.06022304993571975,-0.0001086764648481527,-0.00423625612580025,-0.1195230514488336,0.1078086326754004,indirect
2,8.388554227588052,70.80691221861852,74.4042095094533,43.7570457660762,80.23483659618748,1.9144760499402325,-1.3278595653884981,-0.7611388403637065,-6.863020287125618,0.3360758096331722,0.5656680845392296,-0.19557480726137175,-0.1359927386623933,-1.7078832502953212,0.7570786836266361,indirect
3,23.4374387898548,53.56047938023399,58.34536005905307,12.528485939609103,78.18744346038453,6.138616639455565,-0.6565128651547261,-0.0917152617636816,-11.050488411389452,9.70388301518327,2.237370223753987,0.17060240492748716,0.2075798558124262,-3.294497456876975,4.090303338326223,indirect
4,19.039567411454133,47.23521958237973,48.68316885944322,19.00407763679077,71.7221973966846,5.967952216370743,-0.8136050966028009,-1.4489801701460485,-8.005113112233929,8.431366246115822,1.6556058927566377,-0.4503932614382255,-0.05719288231115095,-3.141870877723205,2.085829660488419,indirect
5,23.53039694025038,62.59260140496576,73.02979204694108,19.47789566540303,84.71227041547412,2.956697636563818,3.6750165757632107,2.8988186376499705,-0.3211334599265214,8.499416696453974,1.0160146394223926,-0.14816207182848407,-0.39437239052449513,-1.506465408814094,1.864321412500174,indirect
6,8.127968628345652,68.71818304054672,66.61027654417933,56.05016317801572,84.07000349562108,0.34760941749766067,-0.962141204411709,-0.9897635330067355,-1.536380505234625,-0.416423108133344,0.16511413213803494,-0.017751011945793007,-0.00381472518496825,-0.4449953397311397,0.2323473267066198,indirect
7,7.263297583227266,63.418385665631895,66.55820413017447,53.18478738370279,76.68707538897658,0.8615065633914099,0.7348484163494894,0.8336135632777495,-1.013142622458048,1.9222741073316167,0.2648523644706765,0.0922232055732704,0.20813830099606975,-0.5587163810835811,0.3453557212025409,indirect
8,1.5114178035401622,82.38263028517557,82.60431642129359,78.38249501518995,84.22898498743467,0.5730003593331635,0.21852537277843803,0.1736459031913959,-0.5184361615088378,1.6442654223260431,0.13649480834185654,-0.05040808075640511,-0.06430201335855475,-0.2911061959838186,0.1940438244352371,indirect
9,3.432809459492008,82.19196823403082,83.87334478459476,75.37693672761125,85.64312255345234,0.3529242603772171,-0.2920397521089503,-0.4455669267264355,-0.7220596909262937,0.2240063173950588,0.08465191541628199,-0.008742607757659693,-0.01664363516454155,-0.1283441629207509,0.2111064028745737,indirect
10,2.829808541357621,79.4866659266431,79.02932330680409,75.28177091672454,83.21777255685717,0.16699738098295097,0.2608040424077138,0.2586079154186436,-0.0351922287208452,0.5409012231656121,0.06290651392239296,0.0021236679864323127,-0.00792266467190925,-0.0850994712764006,0.190342347850887,indirect
11,0.7515200782436049,83.14238371705636,83.09958750638802,81.8368158780937,84.41420612602394,0.16443633669539665,-0.04617348863769544,-0.0315377789590627,-0.3603158261296215,0.2209275092349898,0.055875906888066214,-0.0031947069013404197,0.00558023100516175,-0.1215356904120028,0.0872421645632997,indirect
12,3.16381875412411,78.04162590840991,78.49039787733645,70.40752599546346,81.6997249924432,0.470618005581336,-0.41811030037126834,-0.3331175457449831,-2.148936589433028,-0.0227723292747228,0.16661719906648564,-0.07252708345808932,-0.024959910866650448,-0.5072280649988414,0.1023566954438663,indirect
13,12.869983334493575,53.52851184071677,58.28018642487315,26.94822164986016,68.41246634261702,3.9941426591979456,-0.3105473144671633,-1.75284008148045,-5.822050812081979,8.734154139304415,1.5791891810309824,0.04017294411218644,-0.15174808813423502,-2.8405189672132654,3.41383657276172,indirect
14,1.5486419756321006,58.23489267032562,58.23489267032562,57.13983742772603,59.329947912925206,0.3431431848324553,-1.916288192702859,-1.916288192702859,-2.158927065615837,-1.673649319789881,0.23640915994073222,-0.6454386838651452,-0.6454386838651452,-0.812605203993852,-0.4782721637364384,indirect
16,2.739039813100312,49.68424073143889,50.43558555250295,45.2086026806032,54.52492911920794,1.2393317628729785,-0.18697308759077308,-0.0719376841746104,-2.287622617761933,1.7580677126756754,0.46688476937126877,0.21317830597825443,0.3382272106423997,-0.6240069996809368,0.9294256903282748,indirect
