Time (seconds),Video Name,Classification,angle_std_head,angle_medium_head,angle_median_head,angle_min_head,angle_max_head,velocity_std_head,velocity_medium_head,velocity_median_head,velocity_min_head,velocity_max_head,acceleration_std_head,acceleration_medium_head,acceleration_median_head,acceleration_min_head,acceleration_max_head,angle_std_left_ankle,angle_medium_left_ankle,angle_median_left_ankle,angle_min_left_ankle,angle_max_left_ankle,velocity_std_left_ankle,velocity_medium_left_ankle,velocity_median_left_ankle,velocity_min_left_ankle,velocity_max_left_ankle,acceleration_std_left_ankle,acceleration_medium_left_ankle,acceleration_median_left_ankle,acceleration_min_left_ankle,acceleration_max_left_ankle,angle_std_left_wrist,angle_medium_left_wrist,angle_median_left_wrist,angle_min_left_wrist,angle_max_left_wrist,velocity_std_left_wrist,velocity_medium_left_wrist,velocity_median_left_wrist,velocity_min_left_wrist,velocity_max_left_wrist,acceleration_std_left_wrist,acceleration_medium_left_wrist,acceleration_median_left_wrist,acceleration_min_left_wrist,acceleration_max_left_wrist,angle_std_right_ankle,angle_medium_right_ankle,angle_median_right_ankle,angle_min_right_ankle,angle_max_right_ankle,velocity_std_right_ankle,velocity_medium_right_ankle,velocity_median_right_ankle,velocity_min_right_ankle,velocity_max_right_ankle,acceleration_std_right_ankle,acceleration_medium_right_ankle,acceleration_median_right_ankle,acceleration_min_right_ankle,acceleration_max_right_ankle,angle_std_right_wrist,angle_medium_right_wrist,angle_median_right_wrist,angle_min_right_wrist,angle_max_right_wrist,velocity_std_right_wrist,velocity_medium_right_wrist,velocity_median_right_wrist,velocity_min_right_wrist,velocity_max_right_wrist,acceleration_std_right_wrist,acceleration_medium_right_wrist,acceleration_median_right_wrist,acceleration_min_right_wrist,acceleration_max_right_wrist
0,Phrase3.mp4,indirect,0.5821269618925766,88.94723553011173,88.644280410732,88.29413427942012,89.9779177225285,0.1633826396283581,0.0056821620301104,0.0064509775943193,-0.2940617355045347,0.2545768856817147,0.0581696438437001,-0.0020528462783287,-0.0112337901030343,-0.1005510039665971,0.0868589232730698,0.8390187205272843,83.69668053307666,83.76504559076292,80.33549347498334,84.82596915577331,0.4478923422031376,0.1428715764402914,0.0253510610482798,-0.2923521539213212,1.460988927433732,0.1275277266770993,-0.0571854683787215,-0.0274543074113946,-0.3630493634724949,0.0986483136765095,3.5331255683846967,73.00956398279286,71.2393054490635,69.3550495480169,82.84937458858894,1.4982334035563225,-0.1636296369681919,0.2567781588529314,-4.560187028492763,1.0465460138031943,0.3618737467423059,0.1861207002163029,0.0912784102667476,-0.2292017679975266,1.157171815352644,1.5490972493045287,78.92616953168428,78.50194502707139,77.87970652812183,85.07521737051532,0.6542229993178957,-0.2276270094854354,0.0264347769054609,-2.1377154301719514,0.2213250021868376,0.162713259564731,0.0748435090127102,0.0333167473937692,-0.1052497814593316,0.4847111640338717,2.9492272441440037,81.22708786083898,80.3050036693413,77.09411956965151,87.63985536864504,1.1955977427598925,-0.1081347554979127,0.2923164233705719,-3.7833367225530026,0.7077727997800523,0.3298073228876273,0.1352430435554245,0.0518798653039755,-0.2120872228657049,1.0277689584171943
0,impro_free.MP4,direct,5.365646844555261,84.62501456053361,86.78606775438529,74.73216375215829,89.57484134167078,1.344625879300175,-0.00701363771197,0.0013009635799932,-2.563390355879754,1.9872327392692952,0.367778504902869,-0.0227579297136038,-0.1467983166586783,-0.5677737766354944,0.7511063940163804,6.071979269455738,80.87446343458741,82.33801807286301,69.21351670020292,88.72442454262428,1.8142520584573036,0.265778507765816,0.6217691982172546,-3.371852106483466,3.0681629159703974,0.669100433049243,-0.0537752232006859,-0.3129464188295072,-0.9080640609126752,1.498009344448775,9.680164924318728,69.58578506133014,73.30237170876148,49.806923005564585,79.73544966222364,3.4578288911641555,0.2965186093980489,-0.7830706293868843,-5.134475721760644,6.4861181456953965,1.425985369352878,-0.2541265465660172,-0.4140481320651723,-2.2216699783713416,2.6638060028999178,8.472822266444949,75.15986788520544,75.05861842347038,63.095463594336685,88.39670631623277,1.7011285829605312,0.2820184923812833,0.6514411790290193,-2.76310097816917,2.608399039881192,0.4203389198443156,0.0077138197237519,0.0106437397121519,-0.5566543758379723,0.9201835327208254,25.16496517924515,28.997177451977297,24.17400600051593,0.6821227104361993,74.91111305400185,6.505951418702435,-1.6202321338119623,-0.8905821649131985,-12.94707111360204,8.583304543014066,2.811531924255767,-0.2100580265721078,-0.0771361612452146,-4.729224465287929,4.793287812121566
1,Phrase3.mp4,indirect,4.602053754862735,86.22828684627034,89.14663886488259,75.97383979057443,89.80708088977498,0.500575652992471,-0.4695943110427222,-0.2502935001528428,-1.1397528291084311,0.1731148381361649,0.0946416190750559,-0.0307977944986702,0.0027076767332552,-0.2329038233812461,0.0833489335654107,0.8783293951402598,81.40065191037667,81.19750855476425,80.43266034574492,83.7848719829603,0.1790332378123538,-0.1185799277836338,-0.1157813335552369,-0.4261370416502714,0.1815490768132619,0.0602230499357197,-0.0001086764648481,-0.0042362561258002,-0.1195230514488336,0.1078086326754004,20.560712752674675,73.52755024310419,83.83430022857993,20.024936405066825,85.43807383415351,3.697049381786824,-1.9907800497135637,-0.0927903268416017,-10.480691721077507,0.834862374513186,1.2923878251211474,-0.0043695527146818,-0.0662514219184622,-2.152796533986585,3.3076007429624994,1.1743256095640595,80.27304908132912,79.58348459511421,79.2993895316344,82.37345104863999,0.1796470522888927,0.0853180373581381,0.0305034015459924,-0.2451002601041523,0.4376901744148327,0.0592917411013247,-0.0107506883679396,-0.0119164007075003,-0.1059306190283564,0.0962047390288098,14.016683950858626,75.13864160331747,79.27548853007383,30.39956264808995,86.37137052365732,2.9228885784312486,-1.9580139282590272,-0.6034847507238865,-9.366766736105816,0.0746442466999113,0.854693161655403,-0.1876283462349779,-0.0667241002857075,-2.056767119563009,2.4788521590342825
1,impro_free.MP4,direct,3.315042369838097,86.81891912279347,87.83492194181319,75.80564810761243,90.36237929442208,1.084394310170718,-0.4683728840505656,-0.3477334562159413,-2.848373392160944,1.0941796132107695,0.3073800405214787,-0.0639349769614838,-0.0449187020744012,-0.6484200435782661,0.4796101022566219,4.837852477437541,83.83372084669968,86.27731356012544,74.6523205177224,89.08185780862394,1.311692227996087,0.0727018620856282,0.2896957787022032,-2.51451122911579,2.0630267226101324,0.3956061532393732,0.0594336414206644,-0.0282431323539125,-0.5818076548109019,0.8564807350141308,21.86181549947845,60.34994078818179,65.5952038492683,13.628838839766338,87.65727284713277,3.044816401119312,-2.0295295040441035,-2.4763443022651472,-7.199363383338229,3.4927617201875805,1.1452828720928108,-0.0841423397059706,-0.3374548871331848,-2.143052951010036,2.0942738526027123,7.298300570863295,75.26124269824686,76.43454779536765,61.66532504683018,88.21804500479534,2.594585684273673,-0.7874447212332538,-0.9823505283947522,-4.632962056280952,4.782418946355186,1.1709627220832377,-0.1008681121094656,-0.2706263004412399,-2.3249421975901328,2.0642915951647147,12.140764446671884,18.87259556073121,15.617841559060718,4.406082362621893,44.377853610435785,4.239243917057012,0.0829018533081104,0.3854749805056334,-8.24031346097143,6.561353950205687,1.6896145294403169,-0.0478938437728446,0.4909525199974287,-3.4574235372069744,2.8653562497317777
2,Phrase3.mp4,indirect,6.756960612269983,77.27849187118721,74.61298417263733,69.95637377503242,88.92976520448423,0.8379311482470867,0.4438513268951148,0.5443044576696678,-0.7409458702385052,1.5752240166375202,0.1585859401981788,0.0244875872448009,0.059667498804421,-0.2545639689560843,0.2605093577253399,8.388554227588054,70.80691221861852,74.4042095094533,43.7570457660762,80.23483659618748,1.9144760499402325,-1.327859565388498,-0.7611388403637065,-6.863020287125618,0.3360758096331722,0.5656680845392297,-0.1955748072613717,-0.1359927386623933,-1.7078832502953212,0.7570786836266361,9.390635316323555,31.555280639178104,34.36364592704284,8.930970889286424,41.756162667294326,2.2789730689969465,-0.421105481656656,-0.688517547417673,-3.4512562075107747,4.79262364881175,0.7057963736357289,-0.0958400264664499,-0.0578656627875027,-1.2778569748736217,2.442975869613776,9.21384017175934,70.82063736857255,72.92042911847184,44.299954896421454,81.73470885566182,2.028670712735424,-1.3985896554675847,-0.7417703877862749,-8.518690821332264,0.3505359800398544,0.6946990121308046,-0.2648283604718272,-0.0487013495361576,-2.289377664219902,0.5772010597945396,9.889660544176042,37.11774316689595,42.39286447973132,14.289494169768451,47.33491223431378,2.8766911587742574,-0.5020222918318338,-0.5459392547522262,-4.428338196644821,5.369044941911925,1.2088619920222092,0.0643971171157777,-0.2085169429476625,-1.5678017336962302,3.246197276567852
2,impro_free.MP4,direct,5.241235429464459,73.424765983087,72.95022327904334,65.84507648875865,81.22612590478113,1.2891421259599327,-0.1096462954843446,-0.2700362873874233,-2.463497569080559,1.7333925289891925,0.3221328199542227,0.0817729286980625,0.1873268727592005,-0.4425335796641185,0.4305761966614803,3.643104946875914,86.42968311595844,88.78474016175612,79.90875222828798,89.56293205643485,0.6921120365374167,-0.2174584165934102,-0.0256669599434218,-1.77625222683276,0.8815427413575065,0.2972982404071805,-0.026403443399417,-0.0181326479388239,-0.5124573512108341,0.6458755074943276,4.548181437454517,9.93253228772126,9.627649832769205,2.905330887857417,17.28323284901159,1.3787108255725486,-0.2418250963761777,-0.3286402794008314,-2.224729271123594,1.9956111634045597,0.7675836648279589,0.1222032195863603,-0.1390088864590835,-0.8684494951642816,2.2189358360297806,9.651884842704336,80.6579128790997,85.35299046966004,61.24752169173048,90.11300455314426,1.820562478893455,0.4682143772365277,0.0887876855277802,-2.9488084663984253,3.4225445618079675,0.6711803776819956,0.0052159048013574,-0.2302469006996936,-0.8668634466486296,1.6432353163413485,21.65194011879685,47.12403715857194,58.97489881932455,6.303654740255209,68.77887156432254,2.958798060510388,2.0614323240802843,1.3734606599481154,-2.441068244470788,8.538655530267448,1.1694282156077436,0.0244641268163742,0.0605522282729387,-2.464079851233125,2.037451700571532
3,Phrase3.mp4,indirect,9.679402790098168,80.96344456443461,83.97691617147628,52.20128112855639,88.86471919292454,1.8070809807443573,-1.4203137320225063,-0.7389993814251596,-5.716751586397393,-0.0753019159628536,0.373688252955616,-0.1095362113533778,-0.0733289867407494,-1.3949862404649194,0.7404285574041473,23.4374387898548,53.56047938023399,58.34536005905307,12.528485939609103,78.18744346038453,6.138616639455565,-0.6565128651547261,-0.0917152617636816,-11.050488411389452,9.70388301518327,2.237370223753987,0.1706024049274871,0.2075798558124262,-3.294497456876975,4.090303338326223,19.436715376243352,22.696155068188624,20.515939831660344,0.4765213251585317,52.199673643737945,3.284229687718616,1.136015052153187,1.8484214418118652,-6.6574124119979965,5.702384469195297,0.8514574661291872,0.0047582896982767,0.1567020682491182,-1.643536100133156,1.4088327850397009,28.6919853738736,48.629945396571664,35.881041882322606,14.140732746763351,96.58221213886333,8.081774113516618,-1.0290905942080528,-2.241846079916926,-12.586659698752811,14.162098057346276,2.971016351780306,0.2389598255927614,-0.0441394322431996,-4.416133180983888,5.344058272267203,26.35674020458189,29.957645466884,25.524419834264897,-0.5893391954743634,66.9193570925475,4.684265714405842,1.3467705125166338,0.4129954575553398,-8.125886897293643,8.73037251615026,1.13299694726559,0.030368288893881,0.0756773633547885,-1.5150184348162012,2.2352507882623502
3,impro_free.MP4,direct,5.021058431890394,80.13068985782292,80.69761246392312,71.12384031581234,86.46221335983716,0.8712863253833573,0.2039185530615531,0.4668855443111326,-1.1714645753766035,1.1382294304913714,0.1734618776616937,-0.0126016358361351,0.009436440024455,-0.2558335063350085,0.3476089699229447,17.675905264577278,56.08403995140297,53.094250126325264,33.85379356524772,82.51755412226514,2.6210635008417134,-0.9021805466737084,-1.243981545221143,-4.565069766491607,4.282569551881966,0.5158872655859907,0.1422621546655548,0.1015092644651343,-0.7257985574319701,0.8517466375012575,9.737521936665775,29.093054213300757,31.859324172509574,4.781561340553521,41.0765974388327,1.5598373842533515,1.2054908588468594,1.0196610869522806,-0.9152503925680264,4.249372432980547,0.5679894832367461,-0.0243579027336096,-0.1796843617093833,-0.7229943117708739,1.278603117234705,7.662288807171999,81.56166883472555,83.27311733856014,68.6234960293548,89.9415906064602,1.321299021865589,0.3398424364168794,0.718757770165233,-3.245715513521077,1.9497389212315996,0.3874124606307267,0.0908331448735065,-0.0711896563363119,-0.2190565737808576,1.0859037219448844,4.474970571562331,74.02158493849817,73.50968165303046,67.56083874183238,82.39741842356061,1.849101164985355,-0.0007070355553378,-0.0122478615095822,-2.696811065034332,3.5771172201828065,0.7800394632280825,-0.0814599913103051,-0.0400502737000874,-1.400598228628855,1.6770522644014534
4,Phrase3.mp4,indirect,14.868559722214266,68.70708817529052,78.1969445798824,44.23397210439847,82.33347347589371,3.115707256546984,1.876095583266585,0.2436737509333421,-1.99182725603948,7.625561915814885,1.1845013693071853,-0.0406452780443397,0.1609234042668248,-2.077867740594776,1.2949657144966982,19.039567411454133,47.23521958237973,48.68316885944322,19.00407763679077,71.7221973966846,5.967952216370743,-0.8136050966028008,-1.4489801701460483,-8.005113112233929,8.431366246115822,1.6556058927566375,-0.4503932614382254,-0.0571928823111509,-3.141870877723205,2.085829660488419,9.11456465096308,16.316147310517,16.799366072532123,2.2004485093368986,29.60499171114832,4.294465701807752,-0.5792365043995457,-1.4584836255509688,-5.524879294804909,6.393989960547895,1.5248320188000275,0.1668759971387232,0.453942477337773,-2.2107824609072213,2.491307729959723,6.282522617094919,19.212345950079907,17.082696670131718,11.58295204158274,29.260792108356583,2.362150883586257,0.0999639506766148,0.0284000954623326,-3.46235013938613,3.553544933901943,1.0486088962328204,-0.0281214464284527,0.3346273998549508,-2.013047444135692,1.280834275780845,7.892800195251864,20.60525423116224,21.91418051360468,9.09341011046632,37.28213613682277,3.065930480384984,-0.1863774207083237,0.7249890593035007,-5.50883310114508,3.183726557069515,0.7511301278695143,0.3004493615499336,-0.015918564505942,-0.6743491597566047,1.679397117903675
4,impro_free.MP4,direct,3.462330380907036,81.13831080078133,79.37008427439758,76.79786059587438,88.111519044074,0.9810107360350632,0.0502033337892363,-0.041962898505627,-1.5316740736882792,2.057611088765917,0.3542959081951784,0.0041786861883739,0.0597308207980287,-0.7856639270921697,0.5126662075944779,7.174342533195231,72.61769326432531,72.62707467211258,57.63157967070537,84.32322071766683,2.050885316059934,0.6241790614016615,0.9318520911761324,-3.559385021603731,3.571557164782025,0.935947092918884,-0.2211786227875647,-0.3488493527900944,-1.7877995024596274,1.8306113063948397,19.03109431485684,53.726405117384736,43.85040350126201,34.02558793376075,79.87039874780348,2.2455577232484463,1.2357908972502498,0.4831719931431451,-1.3214189022128409,5.7252210968764565,0.5943794822780601,0.0046628737218637,0.0820005348278938,-1.2814167112992116,0.9186290094010818,16.277263423322307,71.5588869897581,77.4262776578672,41.17178710307329,88.73515371197551,4.03143622609706,-0.2862501896719609,-0.8846489258018195,-5.105408678636273,9.734087666884813,1.198099962908122,0.2448173747086106,-0.0908033210337624,-2.061857436513709,3.334968048668518,16.86193500507607,38.82047902690676,38.626267464974845,8.7740555929045,67.17520369796848,3.740925807021501,-1.7612405035648786,-2.342237356958757,-8.47831455216495,5.344552678403634,1.751732178437504,0.2303566708880112,-0.1276614875301638,-3.370308879744041,3.470774113940139
