Video Name,Seconds,head_Acceleration,head_Acceleration_normalized,head_Angle,head_Angle_filtered,head_Velocity,head_Velocity_normalized,left_ankle_Acceleration,left_ankle_Acceleration_normalized,left_ankle_Angle,left_ankle_Angle_filtered,left_ankle_Velocity,left_ankle_Velocity_normalized,left_wrist_Acceleration,left_wrist_Acceleration_normalized,left_wrist_Angle,left_wrist_Angle_filtered,left_wrist_Velocity,left_wrist_Velocity_normalized,right_ankle_Acceleration,right_ankle_Acceleration_normalized,right_ankle_Angle,right_ankle_Angle_filtered,right_ankle_Velocity,right_ankle_Velocity_normalized,right_wrist_Acceleration,right_wrist_Acceleration_normalized,right_wrist_Angle,right_wrist_Angle_filtered,right_wrist_Velocity,right_wrist_Velocity_normalized,Classification
Phrase3.mp4,0,-0.745242355619165,0.8866396903899697,87.96211412965503,87.57368926269864,1.156391023140067,0.08134109601288758,0.20629715570079823,0.2054793189274356,83.51563677628045,83.60175878963297,-0.2398058405235485,0.8699841342100404,0.6524898740856004,0.1943180088356532,71.79425385510694,72.09056734340079,-0.27718468519517137,0.8639617806624066,-0.1576610017352916,0.6343039265878514,78.87585493474725,78.79710411088098,-0.02409069662904822,0.47433575185722854,0.15782952082422658,0.24278457135444773,80.52961986374409,80.60868952741357,-0.008572067141617255,0.8251647115679531,indirect
Phrase3.mp4,1,-0.007046488311220263,0.5749559307461751,86.72964298845072,86.7403289183371,-0.4374064837144163,0.503095004434576,-0.004257826592089368,0.547564690309305,81.32250859167782,81.3182635687283,-0.09624578717925161,0.5078345270956661,-0.5541243912815398,0.6811795048030141,75.58297325517242,75.50070973147746,-1.7853223387981363,0.8143378762624593,-0.008054428082837125,0.6052853913577582,80.15147502962954,80.15761563536184,0.11631458477686986,0.39532842516720396,-0.22818509207163185,0.7674508271643152,77.68729302711316,77.64224286171111,-1.8155983188263682,0.7691739061078268,indirect
Phrase3.mp4,2,0.03808631621707216,0.4957249200218387,77.01851042255844,77.00210696990302,0.48998680089234675,0.5063085621075496,-0.1529646840268827,0.5071989300865746,71.9817436373261,71.70046832623828,-0.9058020915002213,0.6122741720149737,-0.26782838973949424,0.5012013733613758,32.019473760227875,32.073954485883924,0.06029897808167298,0.38692695788028886,-0.09057287036423745,0.4942364370199475,72.07549260370054,71.833084773989,-0.9646913955086338,0.5507779283482738,0.6835524731502225,0.32749062650155797,37.04258269787694,37.781880573240656,-0.6568217190074829,0.5812028809823137,indirect
Phrase3.mp4,3,-0.15648540405907702,0.44274283598828584,83.13872615864992,82.94004430166028,-0.804886704663904,0.35840747229972103,0.42261587838064113,0.5726808673350704,45.30440092142638,45.581078625841094,-1.5440205266712272,0.5835207278465794,-3.1072814930263193,0.7722938164306341,15.448397557695326,13.983637596398346,-0.6476074118446408,0.6972655140586145,1.2189660167944583,0.40805801653264046,42.40452990788617,42.585588529229476,-0.511042160225652,0.478445462310625,0.3552298451862141,0.5174825018524438,22.345335708158753,23.55790699821846,-1.7001210133469422,0.4918305272119894,indirect
Phrase3.mp4,4,-0.7313416091493434,0.4575412607568831,66.58064722691448,68.27828579292368,-0.3339854081923201,0.6833328889462332,-2.277126195097762,0.5246653100614669,49.88349639342853,48.00800783883948,2.9593000351085723,0.3466392959921628,2.1371805662377596,0.5306613083573366,17.174042421367414,16.322161090724727,0.1585836883976805,0.4222362481547546,1.5502334041410832,0.5321339220489648,18.343968952653057,19.117003567147556,0.8780151102196175,0.4324022127295998,0.1757508741552591,0.3024242703579878,19.502823805696735,19.786082585192172,2.0019920171557004,0.7968355263969924,indirect
Phrase3.mp4,5,-0.8027837655291364,0.3764168856779615,52.53226315715746,51.5265243474481,-0.12733278431312514,0.6718889849681579,-0.887770875730296,0.5159975198344732,59.60782242695745,61.302603651122325,4.4999178805147935,0.4432191825361511,-1.8352266024407016,0.3573684329762728,59.49823534844056,58.32043633744,3.7975911774421682,0.575166103117814,1.4770782033379934,0.6478072263041081,49.51506395669224,49.32984589962323,-0.06971688089252648,0.439955184216979,-0.5352967244469075,0.32421609951121577,35.55677257271643,35.35160662642399,0.3539375912345527,0.6765881111911475,indirect
Phrase3.mp4,6,-0.03575747063363319,0.5732702593859678,67.6322348465415,67.64728098999299,0.38115492004940754,0.225307831378784,-0.14204575253612664,0.49480805017271984,69.749075789439,69.63190206570836,-0.86647281239528,0.36247328600205825,0.48784443568807456,0.4660512348531178,37.82452814955373,38.097219423195725,-0.5598308257610091,0.5806910256147108,-0.09152158006922306,0.4826243731389464,61.982241371784546,61.86696338713093,0.6360491052761363,0.6807065075814952,0.14977885224147064,0.5367888222896193,29.53186280376265,29.471229079029502,0.5034806089089652,0.5130658316742879,indirect
Phrase3.mp4,7,-0.10791925073281175,0.4053721471539724,79.59343942336156,79.56129467961748,0.5623938358522622,0.5350913728381044,0.09348762024870663,0.639242044122587,62.71960637411592,62.7930432156949,0.6204878993851046,0.4133405574503592,-0.03287207503745725,0.584223408423561,24.989369529577196,25.272131912007122,-0.8067066334125983,0.41434245340771186,-0.051438493606145975,0.514965118782419,82.30048905900529,82.29679271403926,0.48629077487438177,0.5335966449376792,0.07613332186101213,0.4686014704098694,20.561124336571616,20.605681887986098,-0.004391828014669367,0.4831922397639173,indirect
Phrase3.mp4,8,0.047166991370139875,0.5459552571841287,83.2964035808033,83.33722025715117,-0.13075084377523302,0.36355043537953347,-0.02618610583528659,0.5392108762427317,82.14088404783158,82.1592810818008,0.2744021418709134,0.484000450411504,0.008454709460945923,0.5203168077905506,40.308520938741104,40.212279249970905,1.3372946218668305,0.5219316329190389,-0.038717276739607814,0.49385589865258567,86.37466529615632,86.33387046166102,-0.18946743689317672,0.5344251351942091,-0.19578232670419665,0.5352453198969706,78.52287693042518,78.50530099317683,1.3853458142881747,0.3215925537409356,indirect
Phrase3.mp4,9,-0.0013868845813570136,0.4318445130792481,88.52122014310717,88.53343721151352,0.13018689522902469,0.43334377545868374,-0.01459564590015141,0.34804105296372345,82.49060718913215,82.48039745772402,-0.31842507279198434,0.4046316097051733,-0.031123600455643975,0.49779654283190544,70.747525628842,70.76105605722255,0.7019488775011736,0.5773536295372785,0.029098611816751566,0.4597452166272639,81.33506673035612,81.34293890080588,0.15276043703993594,0.5650973495053262,0.009707545230446257,0.5252203300983759,77.5462443638318,77.52923681122464,-0.09703531372135808,0.4421697076963897,indirect
