Time (seconds),angle_std,angle_medium,angle_median,angle_min,angle_max,velocity_std,velocity_medium,velocity_median,velocity_min,velocity_max,acceleration_std,acceleration_medium,acceleration_median,acceleration_min,acceleration_max,Classification,Landmark,Video Name
0,3.5331255683846967,73.00956398279286,71.2393054490635,69.3550495480169,82.84937458858894,1.4982334035563223,-0.16362963696819197,0.2567781588529314,-4.560187028492763,1.0465460138031943,0.3618737467423059,0.18612070021630298,0.09127841026674766,-0.22920176799752667,1.157171815352644,indirect,left_wrist,Phrase3.mp4
1,20.560712752674675,73.52755024310419,83.83430022857993,20.024936405066825,85.43807383415351,3.6970493817868237,-1.9907800497135633,-0.09279032684160171,-10.480691721077509,0.834862374513186,1.2923878251211474,-0.004369552714681824,-0.06625142191846223,-2.152796533986585,3.3076007429624994,indirect,left_wrist,Phrase3.mp4
2,9.390635316323555,31.555280639178104,34.36364592704284,8.930970889286424,41.756162667294326,2.2789730689969465,-0.421105481656656,-0.688517547417673,-3.4512562075107747,4.79262364881175,0.7057963736357289,-0.09584002646644993,-0.057865662787502714,-1.2778569748736217,2.442975869613776,indirect,left_wrist,Phrase3.mp4
3,19.436715376243352,22.696155068188624,20.515939831660344,0.4765213251585317,52.199673643737945,3.2842296877186157,1.1360150521531873,1.8484214418118654,-6.6574124119979965,5.702384469195297,0.8514574661291872,0.004758289698276799,0.1567020682491182,-1.6435361001331559,1.4088327850397009,indirect,left_wrist,Phrase3.mp4
4,9.114564650963079,16.316147310517,16.799366072532123,2.2004485093368986,29.60499171114832,4.294465701807752,-0.5792365043995457,-1.4584836255509688,-5.524879294804909,6.393989960547895,1.5248320188000275,0.16687599713872325,0.45394247733777304,-2.2107824609072213,2.491307729959723,indirect,left_wrist,Phrase3.mp4
5,24.480079760709728,58.707685813860266,66.24808283402757,12.157667243429431,84.19605519571034,6.974017984082111,1.9905529002597513,3.5742958597374868,-12.754641575035759,9.952473252091895,1.6710307029295077,-0.856417380192387,-1.045713609356243,-3.214367651744393,2.174064579529581,indirect,left_wrist,Phrase3.mp4
6,12.537719369816134,37.74920574426793,44.34958212833665,11.79415727477272,50.474936344758554,4.0199106147482135,-0.047892511969246834,0.34858577268870583,-12.722237000872834,4.793486894467311,1.3376406110771106,0.41414982202778106,-0.0636504226592578,-0.7297262045668349,3.9447650228744227,indirect,left_wrist,Phrase3.mp4
7,16.58667290106781,24.25914342044337,19.669266379509853,-0.7083210675639781,53.28010744274222,5.486959368562193,-0.8478314724327516,-0.2235501086834164,-11.235201104186421,9.32882771701419,2.430294823596911,0.07508292416344792,-0.14293435752170658,-5.173265920060011,3.9253524282756134,indirect,left_wrist,Phrase3.mp4
8,9.966020155019562,41.45750287492328,42.91243193562596,20.412929126587247,56.09438238970594,2.447059206742766,1.244584506101333,1.4521084381979392,-3.7838711596474326,4.566325581994965,0.8930813598084073,-0.017686494879883313,0.11806612155606322,-1.6542771742113356,1.5806880322704604,indirect,left_wrist,Phrase3.mp4
9,6.157302481521615,71.43653313129077,74.62927058430182,57.52803925915539,77.08102789051112,0.5510838385931872,0.6759429959519634,0.6324286378540371,0.023708588213679604,1.550065982494921,0.07221001084941314,-0.04644562585859819,-0.03257419824376662,-0.19766239460282264,0.11257268078155036,indirect,left_wrist,Phrase3.mp4
10,0.9629352071234948,76.79809518488227,76.70863916819874,75.51440197447958,79.0328599479499,0.18414058666335972,0.07054406301355556,0.13246236187069016,-0.2884586501659996,0.3271620138374445,0.0420675310726942,0.011095319232697302,0.011133807282655894,-0.07099368735604727,0.09877075978888783,indirect,left_wrist,Phrase3.mp4
11,1.661627108238353,83.30289662746173,84.16784524029944,79.37878523884257,84.81927119009,0.33832281647186546,0.10181956011483327,0.087341871368114,-0.537116507347065,0.5197409883031554,0.09032163519534044,-0.014912999038555697,-0.007182047286022453,-0.17105570642545587,0.2134482495584642,indirect,left_wrist,Phrase3.mp4
12,18.275450355229587,50.9116769103479,46.57177888899068,25.917115496566904,82.36951228411431,3.8649081361363447,-1.5969554855654207,-0.8366339610917528,-9.274202424109436,4.849397448281877,1.3862226109056666,-0.11449794024518714,-0.45013413044659956,-1.9506620818729612,3.241343234203452,indirect,left_wrist,Phrase3.mp4
13,8.812097629487484,12.803655186440745,12.992451799854301,-0.34452806538244984,32.545876106498994,2.3173851141673767,-0.8308363625006339,-1.6000710065557524,-3.625235317923245,4.0582444791993115,0.9580770022348648,0.15314272032734,0.20341830646910175,-1.8946493823849715,2.865424209710319,indirect,left_wrist,Phrase3.mp4
14,3.422792490755309,12.24542100022883,12.24542100022883,9.82514121942136,14.665700781036303,1.3813738579373598,3.795545867670567,3.795545867670567,2.8187670453692375,4.772324689971897,0.5723152192273615,2.3314654112616715,2.3314654112616715,1.9267774387697387,2.7361533837536047,indirect,left_wrist,Phrase3.mp4
16,17.885368908851458,52.474293662733274,51.494839400007685,23.6657332216737,85.54968919371083,7.701962838811242,3.5993307992880923,6.957238683860697,-10.014613401742373,12.693675649368695,2.8213431924830807,-0.1601585209827777,-0.060232399791562585,-5.243074024413014,4.232599239150808,indirect,left_wrist,Phrase3.mp4
